Route,Incident,Location,Day,Hour,Month
61,Vision,BOMBAY LOOP AND AVENUE,Friday,23,7
76,Mechanical,LAKESHORE AND MIMICO,Friday,8,5
44,Cleaning - Unsanitary,KIPLING STATION,Friday,20,8
168,Vision,DUNDAS WEST STATION,Friday,21,4
94,Cleaning - Unsanitary,PARLIAMENT AND ST. JAM,Tuesday,11,1
600,Mechanical,FINCH AND MORNINGSIDE,Friday,20,6
85,Operations - Operator,DON MILLS STATION,Wednesday,20,5
111,Operations - Operator,MARTIN GROVE AND SEDGE,Friday,20,9
100,Utilized Off Route,BROADVIEW STATION,Wednesday,14,1
116,Investigation,EGLINTON AND KINGSTON,Saturday,16,2
45,Operations - Operator,KIPLING AND PENLEA,Tuesday,22,8
38,Mechanical,MILITARY TRAIL AND GLA,Wednesday,11,6
102,Operations - Operator,MARKHAM AND LAWRENCEWE,Friday,17,6
61,Vision,EGLINTON STATION,Tuesday,23,7
52,Operations - Operator,LAWRENCE WEST STATION,Thursday,16,1
929,Mechanical,DUFFERIN AND GOODWOOD,Wednesday,14,6
62,Operations - Operator,MAIN AND DANFORTH,Thursday,14,2
48,Mechanical,ROYAL YORK STATION,Thursday,9,4
960,Collision - TTC,STEELES AND BATHURST,Sunday,20,5
14,Mechanical,EGLINTON AND CHAPLIN,Friday,17,3
60,Operations - Operator,STEELES AND YONGE,Friday,4,3
335,Operations - Operator,JANE AND FINCH,Sunday,3,3
43,Mechanical,LAWRENCE AND KENNEDY,Wednesday,7,1
37,Mechanical,ISLINGTON AND RATHBURN,Monday,17,1
7,Utilized Off Route,BATHURST AND OLIVE,Wednesday,6,6
111,Mechanical,KIPLING STATION,Wednesday,5,5
63,Operations - Operator,OSSINGTON AND PENDRITH,Tuesday,8,6
929,Security,DUFFERIN AND LAWRENCE,Thursday,16,9
11,Mechanical,LAWRENCE AND AVENUE,Saturday,14,6
924,Mechanical,VICTORIA PARK STATION,Thursday,6,2
90,Utilized Off Route,BATHURST STATION,Tuesday,0,8
102,Operations - Operator,MARKHAM AND SELECT,Wednesday,7,7
36,Mechanical,HUMBERLINE AND WOODLOT,Wednesday,10,8
47,Utilized Off Route,LANSDOWNE AND DUNDAS,Friday,14,4
129,Mechanical,MCCOWAN AND SANDHURST,Monday,9,8
80,Mechanical,QUEENSWAY AND NORTH QU,Tuesday,16,8
16,Mechanical,WARDEN STATION,Sunday,22,4
32,Mechanical,EGLINTON AND KEELE,Thursday,9,4
114,Vision,CARLAW AND LAKE SHORE,Monday,14,6
86,Mechanical,CORONATION AND WALLSEN,Thursday,13,1
129,Mechanical,MCCOWAN AND STEELES,Monday,18,4
54,Operations - Operator,EGLINTON GARAGE,Tuesday,6,1
102,Security,WARDEN STATION,Wednesday,21,5
34,Security,EGLINTON STATION,Friday,21,4
34,Mechanical,EGLINTON AND DUNFIELD,Saturday,11,7
14,Emergency Services,GLENCAIRN AND CALEDONI,Friday,17,6
25,Operations - Operator,DON MILLS AND GRAYDON,Saturday,13,4
902,Mechanical,FINCH AND MARKHAM,Wednesday,8,7
96,Utilized Off Route,YORK MILLS STATION,Monday,21,4
89,Mechanical,KEELE STATION,Sunday,19,9
36,Mechanical,FINCH AND SENLACK,Sunday,10,1
63,Collision - TTC,OSSINGTON AND REBECCA,Wednesday,15,3
73,Mechanical,ALBOIN AND SILVER STON,Wednesday,0,6
84,Operations - Operator,WESTON AND BRADSTOCK,Monday,10,4
106,Mechanical,POND AND SENTINEL,Thursday,10,7
41,Vision,KEELE STATION,Wednesday,6,4
49,Utilized Off Route,KIPLING STATION,Wednesday,17,1
929,Collision - TTC,DUFFERIN AND REGAL,Friday,19,3
94,Utilized Off Route,OSSINGTON STATION,Monday,22,4
133,Collision - TTC,KENNEDY AND MUNHAM,Monday,13,2
94,Mechanical,WELLESLEY STATION,Sunday,17,3
935,Utilized Off Route,JANE AND LAWRENCE,Monday,16,3
61,Cleaning - Unsanitary,BAY AND FRONT,Tuesday,2,6
85,Operations - Operator,TORONTO ZOO,Saturday,8,3
29,Investigation,DUFFERIN AND COLLEGE,Sunday,10,4
100,Operations - Operator,BROADVIEW STATION,Thursday,18,8
101,Mechanical,DOWNSVIEW PARK STATION,Friday,12,4
53,Operations - Operator,STEELES AND MIDLAND,Tuesday,10,3
29,Vision,WILSON STATION,Saturday,17,8
85,Mechanical,SHEPPARD AND PARKWAY F,Saturday,22,3
29,Mechanical,SPRINGHURST LOOP,Tuesday,15,5
34,Emergency Services,EGLINTON AND SLOANE,Thursday,20,9
131,Mechanical,MORNINGSIDE AND MCLEVI,Sunday,14,2
165,Emergency Services,YORK MILLS STATION,Sunday,18,2
95,Mechanical,KINGSTON AND ELLESMERE,Saturday,13,5
43,Operations - Operator,MIDLAND AND STEELES,Tuesday,16,3
134,Collision - TTC,MARKHAM AND MCNICOLL,Friday,15,9
54,Mechanical,LAWRENCE AND BIRCHMOUN,Thursday,19,4
32,Collision - TTC,EGLINTON WEST STATION,Wednesday,7,8
30,Operations - Operator,HIGH PARK STATION,Friday,14,2
84,Emergency Services,BRADSTOCK AND WESTON,Monday,0,4
95,Security,ELLESMERE AND MILITARY,Monday,14,7
54,Mechanical,LAWRENCE AND BARRYMORE,Wednesday,0,4
32,Vision,EGLINTON STATION,Tuesday,15,8
47,Mechanical,LANSDOWNE AND ST CLAIR,Friday,18,5
72,Operations - Operator,PAPE AND DANFORTH,Saturday,12,6
41,Vision,KEELE STATION,Monday,14,6
15,Collision - TTC,QUEENSWAY GARAGE,Tuesday,17,9
52,Operations - Operator,PEARSON AIRPORT TERMIN,Friday,17,2
335,Security,IAN MACDONALD AND VANI,Saturday,2,2
45,Utilized Off Route,INDUSTRY AND RAY,Friday,10,2
53,Emergency Services,MORNINGSIDE AND STEELE,Tuesday,21,5
51,Vision,EGLINTON STATION,Thursday,6,3
108,Mechanical,PIONEER VILLAGE STATIO,Wednesday,6,9
73,Mechanical,QUEENSWAY GARAGE,Monday,15,9
92,Cleaning - Unsanitary,WOODBINE STATION,Friday,22,5
29,Vision,DUFFERIN AND WILSON,Thursday,18,9
121,Security,BAY AND FRONT,Thursday,22,4
29,Collision - TTC,DUFFERIN AND ALMA,Saturday,18,4
94,Operations - Operator,CASTLEFRANK STATION,Tuesday,17,1
984,Emergency Services,SHEPPARD AND JANE,Monday,16,3
79,Diversion,RUNNYMEDE AND LIVERPOO,Thursday,10,5
501,Collision - TTC,GERRARD AND ST MUNRO,Wednesday,11,2
935,Operations - Operator,JANE STATION,Monday,15,5
7,Emergency Services,BATHURST AND DOUGLAS,Sunday,18,6
70,Mechanical,CRAIGTON AND RANNOCK,Tuesday,9,8
52,Operations - Operator,PEARSON AIRPORT,Tuesday,17,7
995,Utilized Off Route,SCARBOROUGH COLLEGE LO,Monday,15,5
95,Emergency Services,UNIVERSITY OF TORONTO,Sunday,11,9
113,Mechanical,DANFORTH AND NORTH WOO,Tuesday,23,4
67,Investigation,VICTORIA PARK STATION,Sunday,14,6
16,Investigation,MCCOWAN AND MELDAZY,Friday,11,6
57,Diversion,KENNEDY STATION,Saturday,14,2
40,Collision - TTC,MABELLE AND CORDOVA,Sunday,16,3
900,Security,ST ALBANS ROAD AND AUK,Monday,4,7
54,Mechanical,LAWRENCE AND PHARMACY,Saturday,19,9
41,Operations - Operator,TRETHEWAY AND EGLINTON,Thursday,19,7
36,Mechanical,FINCH STATION,Tuesday,2,7
75,Investigation,SHERBOURNE AND EARL,Thursday,10,7
43,Mechanical,KENNEDY AND NCNICHOLL,Thursday,10,1
60,Operations - Operator,PIONEER VILLAGE STATIO,Saturday,9,6
59,Emergency Services,WESTON AND OAK,Monday,16,6
24,Cleaning - Unsanitary,VICTORIA PARK AND SHEP,Saturday,14,7
119,Mechanical,CLAYSON AND HUXLEY,Monday,17,6
84,Operations - Operator,WESTON AND BRADSTOCK,Wednesday,21,3
85,Operations - Operator,SHEPPARD AND SCUNTHORP,Friday,19,8
929,Security,DUFFERIN AND GEARY,Tuesday,20,4
63,Collision - TTC,OSSINGTON AND DAVENPOR,Friday,21,1
36,Operations - Operator,HUMBERWOOD LOOP,Sunday,10,7
161,Operations - Operator,OSSINGTON AND BLOOR,Tuesday,9,6
939,Mechanical,FINCH WEST STATION,Saturday,13,5
929,Mechanical,DUFFERIN AND ST. CLAIR,Thursday,12,7
52,Mechanical,SCARLETT AND DIXON,Tuesday,14,6
120,Operations - Operator,JANE AND GILTSPUR,Friday,17,5
939,Mechanical,FINCH AND LESLIE,Wednesday,13,1
108,Cleaning - Unsanitary,DRIFTWOOD AND YORKWOOD,Saturday,15,3
14,Mechanical,ROSELAWN AND BATHURST,Saturday,14,3
62,Security,GERRARD AND ST MATTHEW,Wednesday,6,7
300,Security,DANFORTH AND GREENWOOD,Wednesday,2,1
38,Mechanical,TRITON AND BOROUGH,Wednesday,8,2
47,Mechanical,EARLS COURT LOOP,Wednesday,15,5
72,Mechanical,OVERLEA AND THORNCLIFF,Saturday,15,7
165,Operations - Operator,WILSON AND DUFFERIN,Saturday,9,4
100,Mechanical,WYNFORD AND EGLINTON,Monday,17,9
47,Mechanical,CALEDONIA AND ROGERS R,Monday,6,7
102,Diversion,ST CLAIR AND DANFORTH,Friday,22,1
54,Mechanical,WARDEN AND LAWRENCE,Tuesday,12,1
71,Security,MT DENNIS GARAGE,Thursday,15,1
54,Mechanical,BRIMORTON AND ORTON,Saturday,14,3
39,Mechanical,FINCH STATION,Tuesday,10,7
89,Mechanical,WESTON AND WALSH,Tuesday,20,7
100,Mechanical,DON MILLS AND EGLINTON,Thursday,16,3
114,Collision - TTC,FRONT AND BAY,Tuesday,16,9
86,Security,LAWRENCE AND KINGSTON,Saturday,23,3
102,Investigation,MARKHAM AND BRIMORTON,Wednesday,13,2
52,Operations - Operator,LAWRENCE WEST STATION,Thursday,16,7
165,Operations - Operator,WILSON AND BATHURST,Friday,19,9
54,Operations - Operator,LAWRENCE AND MORNINGSI,Thursday,9,1
134,Operations - Operator,TAPSCOTT AND CROW TRAI,Thursday,5,6
925,Mechanical,LAWRENCE WEST STATION,Thursday,17,8
36,Security,FINCH WEST STATION,Wednesday,7,1
37,Operations - Operator,ISLINGTON AND ANTHIA,Tuesday,21,2
60,Mechanical,STEELES AND GERRY FITZ,Tuesday,6,5
45,Operations - Operator,KIPLING STATION,Friday,14,2
985,Security,SHEPPARD AND WARDEN,Monday,20,1
16,Mechanical,MCCOWAN AND LAWRENCE,Saturday,6,5
36,Mechanical,FINCH WEST STATION,Monday,7,1
84,Operations - Operator,SHEPPARD-YONGE STATION,Monday,10,4
87,Utilized Off Route,MAIN STREET STATION,Wednesday,21,4
108,Operations - Operator,PIONEER VILLAGE STATIO,Saturday,12,5
60,Mechanical,FINCH WEST STATION,Thursday,13,6
927,Mechanical,MARTIN GROVE AND ALBIO,Wednesday,21,4
52,Operations - Operator,DUFFERIN AND LAWRENCE,Wednesday,6,9
29,Operations - Operator,EXHIBITION LOOP,Saturday,11,1
35,Mechanical,JANE STATION,Tuesday,14,1
43,Mechanical,LAWRENCE AND KENNEDY,Saturday,14,1
85,Operations - Operator,SHEPPARD AND SCUNTHORP,Saturday,17,1
7,Cleaning - Unsanitary,BATHURST STATION,Tuesday,7,4
927,Operations - Operator,KIPLING STATION,Sunday,9,8
76,Mechanical,ROYAL YORK AND BLOOR,Monday,7,7
927,Mechanical,KIPLING STATION,Sunday,20,1
17,Mechanical,BIRCHMOUNT AND SHEPPAR,Sunday,12,6
35,Cleaning - Unsanitary,PIONEER VILLAGE STATIO,Saturday,11,8
35,Cleaning - Unsanitary,PIONEER VILLAGE STATIO,Wednesday,21,2
43,Mechanical,KENNEDY AND SHEPPARD,Thursday,10,6
35,Operations - Operator,PIONEER VILLAGE STATIO,Tuesday,20,8
32,Mechanical,EGLINTON AND DUFFERIN,Wednesday,17,8
105,Security,DUFFERIN AND MARTIN RO,Saturday,16,3
84,Mechanical,SHEPPARD AND WESTON,Saturday,17,3
320,Emergency Services,YONGE AND BRIAR HILL A,Sunday,2,4
41,General Delay,KEELE STATION,Monday,21,4
989,Mechanical,OLD WESTON AND STEELES,Wednesday,7,5
116,Security,EGLINTON AND MCCOWAN,Wednesday,23,8
53,Mechanical,FINCH STATION,Thursday,6,4
89,Emergency Services,KEELE STATION,Thursday,16,3
131,Mechanical,KENNEDY STATION,Saturday,9,5
300,Cleaning - Unsanitary,THE EAST MALL AND VALH,Wednesday,2,7
20,Operations - Operator,MEADOWVALE AND SHEPPAR,Saturday,13,8
12,Operations - Operator,KENNEDY STATION,Thursday,8,3
36,Collision - TTC,FINCH AND KEELE,Friday,18,8
122,Mechanical,MALVERN GARAGE,Thursday,14,1
900,Operations - Operator,BLOOR AND THE EAST MAL,Thursday,19,3
165,Emergency Services,OLD WESTON RD AND STEE,Friday,21,9
36,Mechanical,FINCH WEST STATION,Tuesday,11,6
112,Cleaning - Unsanitary,WEST MALL AND BLOOR,Tuesday,14,4
960,Cleaning - Unsanitary,FINCH STATION,Friday,9,1
16,Cleaning - Unsanitary,BIRCHMOUNT AND ST CLAI,Sunday,14,2
102,Mechanical,MARKHAM AND ELLESMERE,Wednesday,13,1
86,Emergency Services,KINGSTON AND LAWRENCE,Tuesday,19,9
47,Operations - Operator,EARLS COURT LOOP,Thursday,9,5
75,Security,SHERBOURSE AND GERRARD,Thursday,17,5
86,Mechanical,SHEPPARD AND IDAGROVE,Friday,21,6
17,Utilized Off Route,WARDEN STATION,Monday,6,7
165,Operations - Operator,WESTON AND TORYORK,Wednesday,17,6
11,Operations - Operator,EGLINTON GARAGE,Tuesday,6,9
78,Operations - Operator,YORK MILLS STATION,Sunday,8,6
32,Operations - Operator,WRIGHT AND PLAINFIELD,Thursday,8,2
43,Mechanical,KENNEDY AND TREVERTON,Tuesday,10,7
7,Mechanical,BATHURST AND GREENWIN,Friday,10,3
985,Operations - Operator,SHEPPARD AND MCCOWAN,Wednesday,6,8
54,Collision - TTC,BRIMORTON AND ORTON PA,Monday,11,2
114,General Delay,BAY AND HARBOUR,Friday,6,6
37,Mechanical,ISLINGTON AND DIXON,Saturday,16,8
32,Emergency Services,EGLINTON AND CHAPLIN,Friday,1,5
12,Security,BRIMLEY AND KINGSTON,Wednesday,14,5
953,Mechanical,MORNINGSIDE AND STAINE,Thursday,7,9
95,Operations - Operator,ELLESMERE AND KENNEDY,Tuesday,17,1
11,Mechanical,BAYVIEW AND MILLWOOD,Sunday,11,6
11,Mechanical,BAYVIEW AND POST,Tuesday,13,4
935,Mechanical,OLD MILL STATION,Monday,16,8
84,Emergency Services,SHEPPARD AND JOHN DRUR,Sunday,11,7
100,Utilized Off Route,ERINDALE,Wednesday,7,5
53,Operations - Operator,MORNINGSIDE AND PASSMO,Saturday,21,6
11,Investigation,BAYVIEW AND YORK MILLS,Monday,8,2
70,Operations - Operator,ST CLAIR AND O CONNOR,Thursday,11,8
925,Collision - TTC,DON MILLS AND OVERLEA,Wednesday,8,6
88,Utilized Off Route,ST. CLAIR STATION,Friday,21,8
960,Operations - Operator,PIONEER VILLAGE STATIO,Saturday,18,5
38,Operations - Operator,MIDLAND AND LAWRENCE,Friday,18,7
20,Cleaning - Unsanitary,MAIN STREET STATION,Monday,17,4
61,Vision,EGLINTON STATION,Sunday,23,6
90,Security,WILSON GARAGE,Monday,8,1
96,Cleaning - Unsanitary,WILSON AND CLAYSON,Saturday,14,7
320,Security,YONGE AND SHUTER,Sunday,5,1
903,Mechanical,KENNEDY STATION,Thursday,12,8
52,Operations - Operator,LAWRENCE AND YONGE,Saturday,17,4
927,Mechanical,KIPLING STATION,Friday,16,1
900,Operations - Operator,JETLINER AND AIRPORT,Sunday,21,1
60,Mechanical,PRIONEER VILLAGE STATI,Wednesday,18,1
102,Mechanical,ST CLAIR AND KENNEDY,Tuesday,10,9
944,Utilized Off Route,KIPLING STATION,Thursday,15,4
63,Utilized Off Route,KING AND SPENCER,Thursday,16,8
86,Mechanical,MEADOWVALE AND SHEPPAR,Thursday,6,4
353,Cleaning - Unsanitary,JANE AND FIRGROVE,Monday,11,5
63,Operations - Operator,KING AND JAMESON,Friday,20,2
165,Mechanical,WESTON AND OLD WESTON,Monday,6,6
72,Emergency Services,BAY AND HARBOUR (SOUTH,Tuesday,11,5
41,Utilized Off Route,KEELE STATION,Thursday,23,7
42,Collision - TTC,MCNICOLL AND PHARMACY,Wednesday,16,3
63,Vision,OSSINGTON AND LEEDS,Tuesday,2,7
108,Mechanical,STEELES AND NORTHWEST,Saturday,18,6
43,Security,KENNEDY STATION,Tuesday,11,2
47,Operations - Operator,DUPONT AND LANSDOWNE,Thursday,17,6
38,Mechanical,ROUGE HILL GO STATION,Wednesday,12,7
126,Mechanical,EGLINTON AND VESTA,Thursday,13,3
102,Security,MARKHAM AND BLAKEMANOR,Thursday,12,9
32,Emergency Services,EGLINGTON STATION,Saturday,7,8
102,Operations - Operator,KINGSTON AND MARKHAM,Tuesday,11,3
102,Mechanical,WARDEN STATION,Saturday,8,3
133,Mechanical,ELLESMERE AND KENNEDY,Thursday,17,3
960,Vision,FINCH STATION,Monday,6,8
41,Operations - Operator,KEELE STATION,Monday,16,3
52,Mechanical,EGLINTON STATION,Monday,8,4
133,Mechanical,KENNEDY STATION,Wednesday,6,3
925,Mechanical,GRAYDON HALL AND DON M,Monday,13,2
960,Operations - Operator,STEELES AND YONGE,Wednesday,21,7
986,Operations - Operator,MEADOWVALE LOOP,Friday,6,8
984,Operations - Operator,RIVALDA AND SHEPPARD,Friday,6,6
64,Security,MAIN STREET STATION,Sunday,11,8
75,Operations - Operator,JARVIS AND QUEENS QUAY,Monday,16,1
71,Operations - Operator,RUNNYMEDE AND BLOOR,Wednesday,15,1
111,Operations - Operator,KIPLING STATION,Thursday,17,6
67,Road Blocked - NON-TTC Collision,PHARMACY AND BRIAN,Saturday,15,8
52,Emergency Services,LAWRENCE AND MARLEE,Thursday,17,9
90,Mechanical,VAUGHAN AND OAKWOOD,Friday,6,3
937,Cleaning - Unsanitary,QUEENSWAY GARAGE,Monday,6,9
939,Collision - TTC,FINCH AND SANDHURST CI,Thursday,15,6
105,Utilized Off Route,FINCH AND DUFFERIN,Friday,12,1
37,Mechanical,ISLINGTON AND CORDOVA,Tuesday,13,7
35,General Delay,1238 DENISON,Friday,20,4
84,Diversion,SHEPPARD AND SENTIEL,Sunday,13,5
38,Mechanical,SLLESMERE AND KENNEDY,Thursday,9,1
935,Emergency Services,PIONEER VILLAGE STATIO,Saturday,17,8
29,Operations - Operator,WILSON STATION,Wednesday,21,5
29,Mechanical,WILSON STATION,Sunday,17,2
54,Collision - TTC,LAWRENCE AND MCCOWAN,Tuesday,16,6
85,Mechanical,SHEPPARD AND REAN,Monday,6,6
929,Operations - Operator,DUFFERIN AND LAWRENCE,Sunday,14,5
70,Security,COXWELL STATION,Friday,20,8
96,Emergency Services,ELMHURST AND ALBION,Sunday,17,9
116,Mechanical,EGLINTON AND TORRANCE,Wednesday,17,9
41,Mechanical,EGLINTON AND KEELE,Sunday,16,9
32,Mechanical,EGLINTON STATION,Thursday,13,5
34,Operations - Operator,EGLINTON AND LESLIE,Thursday,22,8
29,Operations - Operator,DUFFERIN AND DANE,Monday,20,2
46,Mechanical,KIPLING STATION,Friday,11,5
68,Operations - Operator,WARDEN AND HUNTINGWOOD,Friday,23,3
167,Operations - Operator,DON MILLS STATION,Thursday,5,8
85,Cleaning - Unsanitary,KENNEDY AND SHEPPARD,Saturday,8,8
59,Collision - TTC,CHURCH AND JANE,Wednesday,7,4
924,Security,VICTORIA PARK AND FINC,Thursday,17,1
129,Diversion,KENNEDY AND MUNHAM,Friday,14,8
116,Mechanical,EGLINTON AND KINSTON,Saturday,16,7
28,Operations - Operator,550 BAYVIEW AVE,Thursday,8,4
73,Operations - Operator,ROYAL YORK STATION,Monday,5,8
54,Mechanical,EGLINTON STATION,Thursday,8,1
60,Operations - Operator,PIONEER VILLAGE STATIO,Thursday,8,5
56,Operations - Operator,DONLANDS STATION,Thursday,14,8
52,Cleaning - Unsanitary,EGLINTON STATION,Saturday,1,2
116,Mechanical,MORNINGSIDE AND ELLESM,Thursday,9,3
60,Mechanical,YONGE AND ATHABASKA,Sunday,15,9
123,Cleaning - Unsanitary,SHORNCLIFFE AND NORTH,Saturday,19,9
40,Mechanical,BLOOR AND MARKLAND,Monday,10,3
59,Mechanical,WESTON AND OAK,Monday,19,4
47,Utilized Off Route,CALEDONIA AND LAWRENCE,Friday,12,5
47,Utilized Off Route,LANSDOWNE STATION,Thursday,11,4
114,Vision,FRONT AND BAY,Saturday,0,8
903,Mechanical,KENNEDY STATION,Wednesday,20,1
929,Mechanical,DUFFERIN AND LIBERTY,Wednesday,21,3
84,Operations - Operator,SHEPPARD WEST AND KEEL,Sunday,10,9
72,Operations - Operator,PAPE AND LIPTON,Thursday,13,8
79,Collision - TTC,RUNNYMEDE STATION,Friday,9,4
939,Mechanical,SCARBOROUGH CENTRE STA,Sunday,17,1
925,Utilized Off Route,BROADVIEW STATION,Monday,9,5
927,Operations - Operator,VALHALLA INN RD AND TH,Wednesday,15,9
900,Mechanical,KIPLING STATION,Tuesday,5,3
45,Vision,KIPLING AND CLEMENT,Thursday,22,9
7,Mechanical,GREENWIN VILLAGE AND B,Saturday,11,4
165,General Delay,JANE AND WILSON,Tuesday,13,4
86,Security,KINGSTON AND SCARBOROU,Sunday,21,3
36,Mechanical,FINCH AND HUMBER COLLE,Thursday,10,8
952,Collision - TTC,LAWRENCE AND WESTON,Thursday,15,8
20,Mechanical,MAIN STREET STATION,Friday,21,3
54,Security,LAWRENCE AND BRIMLEY,Saturday,13,6
36,Operations - Operator,FINCH AND GOLDFINCH,Sunday,16,2
84,Mechanical,BRADSTOCK AND WESTON,Monday,11,7
41,Security,KEELE AND INGRAM,Thursday,22,9
960,Operations - Operator,PIONEER VILLAGE STATIO,Friday,17,5
86,Operations - Operator,NORTH SERVICE AND EGLI,Sunday,17,9
75,Diversion,SOUTH AND GLEN,Tuesday,22,5
38,Cleaning - Unsanitary,ROUGE HILL GO STATION,Tuesday,21,3
80,Cleaning - Unsanitary,SHERWAY GARDENS AND GA,Friday,17,4
161,Vision,DOVERCOURT AND NORTHUM,Tuesday,19,9
7,Mechanical,BATHURST STATION,Monday,8,1
75,Mechanical,CASTLE FRANK STATION,Thursday,15,6
96,Cleaning - Unsanitary,WILSON AND WALSH,Tuesday,13,6
12,Security,KINGSTON AND ST CLAIR,Thursday,6,1
927,Collision - TTC,MARTIN GROVE AND SILVE,Tuesday,6,5
929,Security,DUFFERIN AND WILSON,Saturday,16,6
29,General Delay,WILSON STATION,Thursday,17,5
52,Mechanical,MORNING STAR AND GORWA,Thursday,0,2
68,Mechanical,WARDEN STATION,Tuesday,22,2
29,Collision - TTC,DUFFERIN AND BENTWORTH,Wednesday,14,7
88,Mechanical,ST CLAIR STATION,Saturday,15,5
100,Collision - TTC,GRENOBLE AND LEEWARD G,Thursday,17,3
120,Investigation,GILTSPUR AND JANE,Saturday,15,8
113,Mechanical,DANFORTH AND NORTH WOO,Friday,6,2
48,Mechanical,RATHBURN AND MILL RD,Wednesday,12,1
960,Cleaning - Unsanitary,STEELES AND KIPLING,Wednesday,11,4
995,Mechanical,ELLESMERE AND MARKHAM,Monday,13,3
133,Mechanical,SCARBOROUGH CENTRE STA,Thursday,16,4
11,Collision - TTC,BAYVIEW AND STEELES,Friday,15,6
86,Operations - Operator,KENNEDY STATION,Friday,11,7
17,Mechanical,BIRCHMOUNT AND MILLS,Sunday,15,6
939,Mechanical,FINCH AND MIDLAND,Tuesday,10,2
73,Operations - Operator,ROYAL YORK AND COUNTRY,Saturday,19,9
44,Operations - Operator,KIPLING STATION,Wednesday,20,6
92,Operations - Operator,WOODBINE BEACH LOOP,Friday,15,2
133,Mechanical,EGLINTON AND KENNEDY,Friday,1,7
32,Operations - Operator,EGLINTON AND RONALD,Saturday,15,8
64,Utilized Off Route,MAIN STREET STATION,Monday,22,6
32,Mechanical,EGLINTON AND LASCELLES,Friday,9,8
99,Mechanical,SHEPPARD WEST STATION,Thursday,16,8
52,Security,LAWRENCE AND MARLEE,Thursday,16,7
60,Mechanical,FINCH STATION,Tuesday,18,1
29,Mechanical,DUFFERIN AND ROGERS,Saturday,14,6
67,Operations - Operator,PHARMACY AND SHANGARRY,Wednesday,17,8
84,Mechanical,BRADSTOCK AND WESTON,Wednesday,12,7
133,Mechanical,NEILSON AND CROW TRAIL,Saturday,23,4
107,Operations - Operator,WILSON STATION,Wednesday,6,8
50,Operations - Operator,KIPLING STATION,Tuesday,17,9
312,Security,ST CLAIR AND YONGE,Tuesday,3,6
63,Operations - Operator,LIBERTY AND ATLANTIC,Thursday,18,5
35,Cleaning - Unsanitary,OLD MILL STATION,Friday,7,8
129,Investigation,KENNEDY STATION,Tuesday,9,5
900,Cleaning - Unsanitary,KIPLING STATION,Wednesday,18,7
65,Cleaning - Unsanitary,PARLIMENT AND LAKE SHO,Monday,14,5
939,Emergency Services,STAINES AND FINCH,Tuesday,15,8
35,Mechanical,JANE AND DUNDAS,Monday,5,3
57,Operations - Operator,MIDLAND AND ELLESMERE,Wednesday,17,2
24,Mechanical,VICTORIA PARK AND VALD,Sunday,12,6
941,Mechanical,KEELE STATION,Monday,18,8
94,Operations - Operator,CASTLE FRANK STATION,Sunday,18,4
952,Operations - Operator,EGLINTON STATION,Thursday,6,4
64,Mechanical,MAIN STREET STATION,Tuesday,14,1
32,Collision - TTC,RENFORTH STATION,Wednesday,8,1
130,Operations - Operator,SCARBOROUGH CENTRE STA,Friday,17,6
85,Operations - Operator,MALVERN GATE,Sunday,19,1
941,Collision - TTC,OLD WESTON AND ROGERS,Tuesday,17,1
34,Operations - Operator,EGLINTON DIVISION,Tuesday,5,1
20,Mechanical,MAIN STREET STATION,Saturday,9,5
84,Mechanical,WESTON AND BRADSTOCK,Sunday,22,7
960,Operations - Operator,PIONEER VILLAGE STATIO,Tuesday,16,5
47,Operations - Operator,YORKDALE STATION,Friday,13,4
116,Vision,KENNEDY STATION,Wednesday,7,3
60,Mechanical,FINCH STATION,Wednesday,7,1
118,Vision,WILSON STATION,Thursday,15,5
72,Mechanical,O'CONNOR AND WARLAND,Sunday,20,5
7,Operations - Operator,BATHURST AND WILSON,Sunday,16,3
133,Mechanical,NEILSON AND SHEPPARD,Tuesday,18,3
325,Security,PAPE STATION,Tuesday,5,5
939,Mechanical,FINCH AND WARDEN,Tuesday,21,3
300,Emergency Services,KENNEDY STATION,Sunday,4,9
24,Cleaning - Unsanitary,VICTORIA PARK STATION,Wednesday,12,7
85,Utilized Off Route,VICTORIA PARK AND SHEP,Saturday,7,6
29,Mechanical,DUFFERIN AND LIBERTY,Saturday,15,9
96,Collision - TTC,KIPLING AND BROOKMERE,Saturday,19,8
85,Mechanical,SHEPPARD AND VANDORF,Monday,18,5
36,Operations - Operator,FINCH AND ARROW,Sunday,20,3
96,Mechanical,SCARBOROUGH CENTRE STA,Tuesday,13,7
939,Mechanical,FINCH AND MIDLAND,Thursday,8,4
62,Emergency Services,MAIN STATION,Monday,0,1
41,Mechanical,KEELE AND CALVINGTON,Thursday,16,2
44,Mechanical,KIPLING AND EVANS,Sunday,17,1
31,Diversion,QUEEN AND LESLIE,Tuesday,6,5
927,Mechanical,STEELES AND MARTIN GRO,Saturday,12,4
905,Mechanical,KINGSTON AND CELESTE,Tuesday,18,5
