,Route,Incident,Location,Day,Hour,Month
28849,165,Diversion,WILSON AND RIDLEY,Sunday,19,8
23227,29,Vision,DUFFERIN AND QUEEN,Monday,0,7
31302,21,Mechanical,EGLINTON AND BRIMLEY,Friday,15,8
27476,903,Mechanical,KENNEDY STATION,Thursday,6,8
34528,41,Security,OLD WESTON AND TURNBER,Wednesday,11,9
22875,935,Security,JANE AND STEELES,Friday,15,6
14019,52,Mechanical,LAWRENCE AND SHERMOUNT,Thursday,18,4
23137,160,Operations - Operator,STEELES AND BATHURST,Sunday,18,6
26723,43,Vision,SCARBOROUGH CENTRE STA,Friday,10,7
27804,86,Security,EGLINTON AND MARKHAM,Friday,0,8
11799,40,Mechanical,DUNDAS WEST STATION,Monday,17,4
23485,129,Mechanical,ELLESMERE AND KENNEDY,Wednesday,20,7
14798,47,Security,CALEDONIA AND INNES,Wednesday,13,5
22194,22,Collision - TTC,DANFORTH AND WOODBINE,Sunday,17,6
8973,83,Operations - Operator,DONLANDS STATION,Friday,17,3
27023,32,Mechanical,EGLINTON AND WESTON,Sunday,17,7
27823,38,Mechanical,PORT UNION AND LAWRENC,Saturday,9,8
12059,54,Mechanical,LAWRENCE AND MARKHAM,Wednesday,15,4
17600,36,Mechanical,WILLIAM R ALLEN AND OV,Wednesday,14,5
13897,92,Mechanical,WOODBINE AND QUEEN,Thursday,6,4
34930,31,Operations - Operator,COXWELL STATION,Saturday,14,9
6576,73,Mechanical,ROYAL YORK AND TREHORN,Sunday,10,2
29501,71,Security,RUNNYMEDE STATION,Friday,19,8
15873,11,Security,BAYVIEW AND SOUDAN,Thursday,7,5
22651,935,Mechanical,PIONEER VILLAGE STATIO,Wednesday,16,6
31798,112,Emergency Services,RENFORTH STATION,Tuesday,1,9
21436,86,Mechanical,KENNEDY STATION,Wednesday,8,6
18344,95,Operations - Operator,ELLESMERE AND MCCOWAN,Tuesday,14,5
19612,995,Collision - TTC,ELLESMERE AND MARKHAM,Thursday,14,6
3115,985,Mechanical,DON MILLS STATION,Thursday,14,1
4867,102,Cleaning - Unsanitary,MARKHAM AND ELLESMERE,Saturday,10,2
22706,41,Operations - Operator,MOUNT DENNIS GARAGE,Thursday,6,6
30061,37,Cleaning - Unsanitary,FINCH AND ISLINGTON,Tuesday,23,8
6297,36,Mechanical,FINCH AND NORFINCH,Thursday,22,2
15322,44,Cleaning - Unsanitary,COLONEL SAMUDL SMITH P,Sunday,9,5
20210,7,Security,BATHURST AND FINCH,Tuesday,11,6
7842,903,Security,FINCH AND KENNEDY,Wednesday,17,3
18546,985,Utilized Off Route,SCARBOROUGH CENTER STA,Wednesday,23,5
7591,35,Operations - Operator,JANE AND WILSON,Monday,17,3
28269,968,Mechanical,WARDEN AND EGLINTON,Wednesday,7,8
14279,126,Security,ST CLAIR WEST STATION,Friday,0,4
13802,29,Mechanical,WILSON STATION,Wednesday,10,4
24076,44,Mechanical,KIPLING STATION,Sunday,17,7
21737,133,Mechanical,SCARBOROUGH CENTRE STA,Thursday,16,6
3664,86,Mechanical,METRO ZOO BUS LOOP,Tuesday,9,1
32025,130,Mechanical,MCCOWAN AND TRITON,Thursday,20,9
13528,960,Collision - TTC,STEELES AND NORFINCH,Monday,9,4
21739,121,Mechanical,GERRARD AND RIVER,Thursday,16,6
25533,36,Mechanical,FINCH WEST STATION,Tuesday,17,7
29629,84,Collision - TTC,SHEPPARD WEST STATION,Saturday,15,8
33165,45,Mechanical,KIPLING AND STEELES,Saturday,16,9
14331,94,Operations - Operator,CASTLE FRANK STATION,Saturday,14,4
10196,72,Mechanical,PAPE AND DANFORTH,Tuesday,10,3
6888,87,Security,BROADVIEW STATION,Tuesday,21,2
18046,75,General Delay,GLEN RD AND ELM AVE,Saturday,23,5
27214,89,Mechanical,KEELE STATION,Tuesday,10,7
26460,935,Mechanical,JANE AND WILSON,Wednesday,12,7
26074,320,Investigation,SHEPPARD WEST STATION,Sunday,9,7
34940,900,Mechanical,DUNDAS AND EAST MALL,Saturday,15,9
23632,47,Mechanical,CALEDONIA AND LESWYN,Thursday,20,7
33749,36,Operations - Operator,FINCH AND ROMFIELD,Thursday,6,9
30295,985,Operations - Operator,KENNEDY STATION,Friday,8,8
16853,960,Mechanical,STEELES AND BATHURST,Thursday,9,5
32149,161,Vision,ALLIANCE AND DALRYMPLE,Friday,18,9
899,116,Operations - Operator,MALVERN DIVISION,Monday,4,1
6286,35,Collision - TTC,STEELES AVE W AND MURR,Thursday,19,2
4471,94,Utilized Off Route,OSSINGTON STATION,Tuesday,21,2
32152,74,Collision - TTC,ST CLAIR STATION,Friday,19,9
26969,202,Road Blocked - NON-TTC Collision,FRONT AND BAY,Sunday,9,7
30970,95,Operations - Operator,ELLESMERE AND MILITARY,Wednesday,18,8
1972,960,Cleaning - Unsanitary,YONGE AND STEELES,Tuesday,12,1
2871,320,Mechanical,QUEEN'S QUAY AND YONGE,Wednesday,3,1
10242,75,Security,SHERBOURNE AND BLOOR,Tuesday,17,3
26524,43,Emergency Services,KENNEDY AND PROGRESS,Wednesday,18,7
6048,985,Operations - Operator,MIDLAND AND EGLINTON,Tuesday,18,2
33430,133,Utilized Off Route,EGLINTON AND SOUTH SER,Monday,21,9
4333,927,Mechanical,STEELES LOOP,Monday,16,2
15390,9,Vision,WARDEN STATION,Monday,5,5
24889,32,Operations - Operator,EGLINTON AND MARLEE,Friday,19,7
25226,57,Utilized Off Route,MAIN STREET STATION,Sunday,20,7
27510,52,Mechanical,LAWRENCE AND WESTON,Thursday,11,8
4712,121,Diversion,FRONT AND TANNERY,Thursday,20,2
30005,133,Mechanical,KENNEDY STATION,Tuesday,16,8
14204,32,Operations - Operator,EGLINTON AND KEELE,Friday,16,4
35073,44,Mechanical,KIPLING AND NEW TORONT,Sunday,16,9
7940,12,Mechanical,VICTORIA PARK AND DANF,Thursday,15,3
4488,131,General Delay,SEWELLS AND NEILSON,Wednesday,5,2
21466,35,Emergency Services,PIONEER VILLAGE STATIO,Wednesday,11,6
23288,122,Mechanical,MALVERN GARAGE,Tuesday,13,7
4966,900,Cleaning - Unsanitary,KIPLING STATION,Sunday,12,2
16994,104,Mechanical,WILSON STATION,Friday,9,5
544,75,Mechanical,QUEENS QUAY AND JARVIS,Friday,6,1
27616,79,Utilized Off Route,RUNNYMEDE AND ANNETTE,Thursday,18,8
31616,121,Security,FRONT AND BAY,Sunday,23,9
28134,903,Vision,SCARBOROUGH CENTRE STA,Tuesday,7,8
35128,165,Operations - Operator,FINCH WEST AND WESTON,Monday,7,9
14270,54,Mechanical,LAWRENCE AND KENNEDY,Friday,22,4
4159,929,General Delay,SPRINGHURST LOOP,Saturday,17,2
15134,39,Mechanical,NEILSON AND CROW TRAIL,Friday,18,5
24489,35,Mechanical,JANE AND TRETHEWEY,Wednesday,8,7
7560,34,Mechanical,EGLINTON AND BAYVIEW,Monday,14,3
27233,54,Cleaning - Unsanitary,LAWRENCE AND MARKHAM,Tuesday,14,7
29302,82,Mechanical,ROSEDALE STATION,Thursday,12,8
24555,929,Operations - Operator,DUFFERIN AND BLOOR,Wednesday,15,7
34906,72,Operations - Operator,PAPE AND LIPTON,Saturday,10,9
4655,11,Mechanical,BAYVIEW AND VALLEY,Thursday,14,2
13856,165,Operations - Operator,BARMAC AND ORMONT,Wednesday,18,4
9751,32,Mechanical,EGLINTON WEST STATION,Friday,16,3
35250,102,Operations - Operator,137 THE WEST MALL,Monday,1,9
4622,161,Operations - Operator,ROGERS AND DUFFERIN,Thursday,9,2
34757,71,Operations - Operator,MOUNT DENNIS GARAGE,Friday,7,9
29958,89,Emergency Services,KEELE STATION,Tuesday,9,8
24918,63,Operations - Operator,EGLINTON WEST STATION,Saturday,5,7
3217,43,Mechanical,MIDLAND AND STEELES,Friday,11,1
3837,86,Cleaning - Unsanitary,MEADOWVALE LOOP,Wednesday,20,1
17348,112,Utilized Off Route,KIPLING STATION,Monday,20,5
17330,935,Mechanical,HOWARD MOSCOE AND STEE,Monday,16,5
16355,116,Mechanical,MORNINGSIDE AND STAINE,Monday,6,5
34805,929,Collision - TTC,DUFFERIN AND QUEEN,Friday,16,9
22027,52,Mechanical,EGLINTON STATION,Saturday,16,6
9658,86,Mechanical,BRIMLEY AND EGLINTON,Thursday,0,3
31810,32,Emergency Services,EGLINTON STATION,Wednesday,6,9
9821,36,Mechanical,FINCH AND ARROW,Friday,22,3
17473,939,Cleaning - Unsanitary,FINCH AND BATHURST,Tuesday,16,5
4224,939,Mechanical,SCARBOROUGH CENTRE STA,Sunday,14,2
33001,904,Vision,SHEPPARD AND ALLENFORD,Friday,13,9
6535,86,Mechanical,MEADOWVALE LOOP AND SH,Saturday,20,2
23910,86,Operations - Operator,KENNEDY STATION,Saturday,17,7
15359,46,Mechanical,MARTIN GROVE AND CABER,Sunday,16,5
13446,75,Emergency Services,SHERBOURNE AND WELLESL,Sunday,10,4
12807,102,Security,TERMINAL 3 PEARSON AIR,Tuesday,3,4
6912,122,Mechanical,FENSIDE AND ROYWOOD,Wednesday,6,2
16694,35,Operations - Operator,JANE AND TRETHEWEY,Tuesday,19,5
22066,53,Operations - Operator,STEELES AND MIDLAND,Saturday,21,6
24415,25,Mechanical,BROADVIEW STATION,Tuesday,18,7
5324,32,Emergency Services,EGLINTON STATION,Wednesday,11,2
13166,11,Mechanical,DAVISVILLE AND BAYVIEW,Thursday,1,4
2386,47,Mechanical,YORKDALE STATION,Friday,16,1
29954,131,Vision,MCLEVIN AND TAPSCOTT,Tuesday,9,8
24902,52,Mechanical,LAWRENCE AND BLACK CRE,Friday,22,7
31323,37,Emergency Services,QUEENS PLATE AND REXDA,Friday,17,8
28983,72,Vision,THORNCLIFFE AND OVERLE,Monday,18,8
18678,45,Vision,MOUNT DENNIS GARAGE,Thursday,20,5
22025,31,Operations - Operator,COXWELL STATION,Saturday,16,6
35049,165,Emergency Services,OLD WESTON AND DIRECTO,Sunday,12,9
25034,24,Operations - Operator,VICTORIA PARK AND CRES,Saturday,16,7
19101,76,Operations - Operator,ROYAL YORK STATION,Sunday,22,6
28046,34,Mechanical,EGLINTON AND MOUNT PLE,Sunday,1,8
10281,107,Mechanical,ALNESS AND FLINT,Tuesday,21,3
17641,924,Emergency Services,VICTORIA PARK LOOP,Wednesday,17,5
12759,122,Mechanical,YORK MILLS AND SCARSDA,Monday,17,4
34434,35,Mechanical,PIONEER VILLAGE STATIO,Tuesday,14,9
21857,63,Collision - TTC,OSSINGTON AND ARGYLE,Friday,12,6
11928,944,Utilized Off Route,EVANS AND KIPLING,Tuesday,16,4
10586,929,Collision - TTC,DUFFERIN AND QUEEN,Friday,12,3
21986,47,General Delay,LANSDOWNE AND DUNDAS,Saturday,11,6
8835,90,Investigation,BATHURST STATION,Thursday,18,3
13808,112,Mechanical,ERINGATE AND RANGOON,Wednesday,11,4
31824,925,Mechanical,DON MILLS AND STEELES,Wednesday,9,9
22333,96,Mechanical,HUMBERIINE AND FINCH,Monday,19,6
11253,165,Utilized Off Route,WESTON AND STEELES,Wednesday,1,4
27989,60,Mechanical,STEELES AND BATHURST,Sunday,16,8
25111,23,Mechanical,MAIN STREET STATION,Saturday,23,7
33788,25,Security,DON MILLS AND YORK MIL,Thursday,13,9
7034,135,Diversion,WARDEN AND DANFORTH,Wednesday,21,2
5790,165,Cleaning - Unsanitary,WESTON AND FINCH,Saturday,16,2
32826,54,Operations - Operator,LAWRENCE AND COLLINSGR,Thursday,8,9
29213,52,Mechanical,LAWRENCE AND BLACK CRE,Wednesday,17,8
23789,939,Security,FINCH AND BAYLAWN,Friday,19,7
33863,53,Vision,MARKHAM AND STEELES,Thursday,21,9
26251,112,Mechanical,INTERNATIONAL AND CARL,Monday,20,7
31886,72,Mechanical,THORNCLIFFE AND OVERLE,Wednesday,17,9
14316,36,Mechanical,FINCH WEST STATION,Saturday,12,4
8169,63,Mechanical,OSSINGTON STATION,Saturday,12,3
21610,42,Mechanical,MCNICOLL AND MCCOWAN,Wednesday,21,6
34611,935,Mechanical,OLD MILL STATION,Wednesday,20,9
22745,84,Operations - Operator,RIVALDA AND SHEPPARD,Thursday,13,6
12584,29,Mechanical,EAST LIBERTY AND PIRAN,Sunday,7,4
34022,69,Operations - Operator,ROYAL YORK STATION,Friday,22,9
13171,90,Operations - Operator,BATHURST STATION,Friday,5,4
349,90,Utilized Off Route,BATHURST STATION,Wednesday,21,1
12315,72,Mechanical,CARLAW AND GERRARD,Friday,8,4
3018,21,Mechanical,KENNEDY STATION,Wednesday,20,1
4554,119,General Delay,OAKDALE AND SHEPPARD,Wednesday,16,2
19226,168,Emergency Services,DUNDAS WEST STATION,Tuesday,2,6
34493,904,Security,KENNEDY STATION,Tuesday,0,9
2356,29,Mechanical,WILSON STATION,Friday,14,1
9423,65,Operations - Operator,BIRCHMOUNT GARAGE,Wednesday,5,3
10888,63,Operations - Operator,OSSINGTON STATION,Monday,12,4
15878,37,Emergency Services,ISLINGTON AND BLOOR,Thursday,8,5
11399,32,Operations - Operator,EGLINTON AND YONGE,Friday,5,4
12099,96,Mechanical,CLAIREVILLE AND HUDDER,Wednesday,22,4
17234,7,Operations - Operator,BATHURST AND ST CLAIR,Sunday,10,5
12875,902,Mechanical,KINGSTON AND BELLAMY,Tuesday,17,4
2057,32,Mechanical,LAWRENCE AND PINE,Wednesday,7,1
9388,40,Utilized Off Route,BLOOR AND ROYAL YORK,Tuesday,19,3
9152,929,Mechanical,ALLEN AND TRANSIT,Sunday,4,3
3781,94,Operations - Operator,CASTLE FRANK STATION,Wednesday,13,1
33919,63,Collision - TTC,OAKWOOD AND ROGERS,Friday,13,9
34920,102,Mechanical,MALVERN GARAGE,Saturday,12,9
6824,50,Mechanical,BURNHAMTHORPE AND OLD,Tuesday,15,2
14235,960,Mechanical,PIONEER VILLAGE STATIO,Friday,18,4
25286,55,Mechanical,JANE STATION,Monday,8,7
21406,82,Mechanical,ROSEDALE STATION,Tuesday,0,6
30954,79,General Delay,LAWRENCE AND PINE,Wednesday,16,8
23460,96,Mechanical,HUMBERLINE AND FINCH,Wednesday,16,7
21460,50,Operations - Operator,MILL ROAD LOOP,Wednesday,10,6
19304,71,General Delay,MOUNT DENNIS GARAGE,Tuesday,14,6
5979,14,Mechanical,DAVISVILLE AND FORMAN,Tuesday,7,2
32288,113,Mechanical,MAIN STREET STATION,Saturday,20,9
18000,29,Mechanical,DUFFERIN AND ST CLAIR,Saturday,14,5
32940,32,Cleaning - Unsanitary,EGLINTON STATION,Thursday,22,9
23993,929,Utilized Off Route,DUFFERIN GATE LOOP,Sunday,8,7
28562,52,Security,LAWRENCE AND DUFFERIN,Friday,12,8
34522,939,General Delay,SCARBOROUGH CENTRE STA,Wednesday,9,9
12881,36,Operations - Operator,FINCH WEST STATION,Tuesday,17,4
3152,35,Mechanical,JANE AND ALLIANCE,Thursday,17,1
20893,37,Operations - Operator,ISLINGTON STATION,Saturday,20,6
17230,78,Mechanical,YORK MILLS AND OLD YOR,Sunday,9,5
31166,29,Operations - Operator,DUFFERIN AND WHITMORE,Thursday,21,8
20983,102,Mechanical,EGLINTON AND MARKHAM,Sunday,18,6
17414,903,Operations - Operator,CENTENNIAL COLLEGE,Tuesday,10,5
4557,15,Collision - TTC,EVANS AND CREEMORE,Wednesday,17,2
1549,91,General Delay,BROOKBANKS AND VALLEY,Friday,19,1
7102,19,Mechanical,SHEBOURNE AND QUEENS Q,Thursday,15,2
19346,35,Mechanical,JANE AND CHURCH,Tuesday,17,6
25471,935,Utilized Off Route,JANE AND JOHNS,Tuesday,12,7
4605,39,Mechanical,FINCH AND KENNEDY,Thursday,6,2
28492,7,Mechanical,YONGE AND FINCH,Friday,2,8
13594,7,Mechanical,BATHURST AND BURTON,Monday,18,4
29898,22,Mechanical,COXWELL STATION,Monday,18,8
24332,160,Operations - Operator,BATHURST AND FISHERVIL,Tuesday,12,7
34927,12,Operations - Operator,KIPLING STATION,Saturday,13,9
15181,131,Mechanical,MORNINGVIEW TRAIL AND,Friday,1,5
28083,189,Collision - TTC,JANE AND ST CLAIR,Monday,15,8
7065,34,Collision - TTC,EGLINTON AND DVP,Thursday,8,2
32512,989,Mechanical,WESTON AND BRADSTOCK,Monday,18,9
14392,334,Emergency Services,NEILSON AND TAPSCOTT,Sunday,3,4
14037,53,Mechanical,MORNINGSIDE AND PASSMO,Thursday,21,4
31607,96,Mechanical,WILSON AND JETHRO,Sunday,20,9
20231,91,General Delay,YORK MILLS AND LOCHNIV,Tuesday,15,6
34436,989,General Delay,KEELE STATION,Tuesday,14,9
19795,85,Operations - Operator,SHEPPARD AND MCCOWAN,Friday,18,6
26334,94,Security,CHURCH AND WELLESLEY,Tuesday,14,7
35159,929,Operations - Operator,WILSON STATION,Monday,13,9
15034,36,Operations - Operator,FINCH WEST STATION,Thursday,21,5
1450,73,Mechanical,ROYAL YORK STATION,Friday,7,1
26777,63,Mechanical,OAKWOOD AND VAUGHAN,Friday,16,7
10610,24,General Delay,VICTORIA PARK STATION,Friday,18,3
25051,935,Operations - Operator,JANE AND TRETHEWEY,Saturday,17,7
22140,75,Cleaning - Unsanitary,JARVIS AND QUEEN,Sunday,13,6
13186,32,Mechanical,EGLINTON AND GLENHOLME,Friday,7,4
5959,32,Mechanical,EGLINTON AND WESTON,Monday,17,2
11732,100,Cleaning - Unsanitary,BROADVIEW STATION,Monday,7,4
32324,39,Mechanical,WARDEN AND FINCH EAST,Sunday,9,9
25979,43,Emergency Services,KENNEDY AND PROGRESS,Saturday,11,7
12053,52,Vision,EGLINTON STATION,Wednesday,14,4
24393,52,Operations - Operator,LAWRENCE WEST STATION,Tuesday,16,7
8441,52,Collision - TTC,EGLINTON STATION,Monday,19,3
22933,75,Security,ELM AND SHERBOURNE,Friday,0,6
18579,34,Mechanical,KENNEDY STATION,Thursday,7,5
31863,36,General Delay,MARTIN GROVE AND FINCH,Wednesday,15,9
35210,25,Mechanical,DON MILLS AND CLIFFWO,Monday,17,9
28563,90,Utilized Off Route,VAUGHAN AND ST CLAIR,Friday,12,8
26781,510,Mechanical,BLUE JAYS AND NAVY WHA,Friday,16,7
22838,85,Operations - Operator,ISLAND AND EAST AVE,Friday,8,6
5831,96,Operations - Operator,WILSON AND CLAYSON,Saturday,0,2
28145,96,Mechanical,WILSON AND ALLARD,Tuesday,9,8
3888,32,Operations - Operator,EGLINTON AND WESTON,Thursday,14,2
30850,19,Operations - Operator,BLOOR AND BAY,Tuesday,19,8
33270,29,Mechanical,WILSON STATION,Sunday,16,9
13329,63,Security,OAKWOOD AND EARLSDALE,Saturday,6,4
29085,16,Mechanical,DANFORTH AND ST. CLAIR,Tuesday,17,8
30046,68,General Delay,WARDEN AND ASHTONBEE,Tuesday,19,8
19262,37,Mechanical,WOODBINE RACE TRACK,Tuesday,9,6
11551,60,Mechanical,YONGE AND BISHOP (SOUT,Saturday,10,4
32408,126,Operations - Operator,WILSON GARAGE,Monday,6,9
9958,165,Vision,WISLON STATION,Sunday,7,3
17326,52,Mechanical,EGLINTON STATION,Monday,16,5
20340,36,Mechanical,FINCH AND JANE,Wednesday,11,6
30887,960,Operations - Operator,STEELES AND MARTIN GRO,Wednesday,4,8
24068,165,Vision,WILSON AND NORTHGATE,Sunday,17,7
19071,7,Mechanical,BATHURST AND FINCH,Sunday,15,6
21520,122,Mechanical,YORK MILLS STATION,Wednesday,15,6
5118,81,Mechanical,THORNCLIFFE AND OVERLE,Monday,16,2
31595,929,Mechanical,WILSON STATION,Sunday,17,9
35134,57,Diversion,MIDLAND AND STEELES,Monday,9,9
28058,903,Mechanical,ELLESMERE RD AND OAKLE,Monday,7,8
20762,52,Mechanical,LAWRENCE AND BENTON,Friday,19,6
32625,904,Operations - Operator,TRITON AND BOROUGH,Tuesday,16,9
1681,47,Diversion,BRIDGELAND AND CALEDON,Saturday,19,1
25767,25,Collision - TTC,BROADVIEW STATION,Thursday,15,7
27717,96,Vision,WILSON STATION,Friday,14,8
21365,35,Mechanical,PIONEER VILLAGE STATIO,Tuesday,18,6
35196,113,Diversion,DANFORTH AND DAWES,Monday,16,9
19695,995,Operations - Operator,UNIVERSTY OF TORONTO S,Friday,6,6
9103,7,Collision - TTC,BATHURST AND ALCINA,Saturday,17,3
3590,32,Mechanical,PINE AND LAWRENCE,Monday,18,1
4656,24,Mechanical,VICTORIA PARK AND STEE,Thursday,14,2
22501,935,Security,BLOOR AND JANE,Tuesday,18,6
4004,960,Mechanical,STEELES AND ROSSDEAN,Friday,13,2
31122,168,General Delay,ROGERS AND KEELE,Thursday,17,8
17880,73,Utilized Off Route,ROYAL YORK STATION,Friday,16,5
31449,39,Emergency Services,FINCH STATION,Saturday,15,8
33124,935,Mechanical,OLD MILL STATION,Saturday,9,9
21512,903,Mechanical,CENTENNIAL COLLEGE,Wednesday,14,6
14523,160,Mechanical,BATHURST AND STEELES,Monday,10,4
5348,131,Operations - Operator,SHEPPARD AND MCCOWAN,Wednesday,14,2
10683,935,Vision,JANE STATION,Saturday,12,3
5186,11,Road Blocked - NON-TTC Collision,STEELES AND BAYVIEW,Tuesday,6,2
14166,989,Utilized Off Route,WILSON GARAGE,Friday,14,4
11704,95,Security,ELLESMERE AND BRIMLEY,Sunday,21,4
30530,63,Security,KING AND RONCESVALLES,Saturday,19,8
2877,91,Cleaning - Unsanitary,VICTORIA PARK AND SLOA,Wednesday,6,1
11998,131,Operations - Operator,SCARBOROUGH CENTRE STA,Wednesday,6,4
15120,939,Mechanical,FINCH AND LONGMORE,Friday,16,5
17103,41,Emergency Services,KEELE STATION,Saturday,4,5
14933,104,Collision - TTC,SHEPPARD WEST STATION,Thursday,8,5
7942,935,Operations - Operator,PIONEER VILLAGE STATIO,Thursday,15,3
1056,112,Mechanical,KIPLING STATION,Tuesday,12,1
7307,90,Emergency Services,VAUGHAN AND ATLAS,Friday,19,3
19879,38,Operations - Operator,ELLESMERE AND MILITARY,Saturday,14,6
5779,116,Cleaning - Unsanitary,MORNINGSIDE AND OLD FI,Saturday,15,2
8461,81,Operations - Operator,PAPE STATION,Monday,0,3
1279,86,Emergency Services,KINGSTON AND SCARBOROU,Wednesday,23,1
24155,34,Mechanical,SPANBRIDGE AND GRENOBL,Monday,11,7
10745,36,Mechanical,FINCH AND ALBION,Saturday,20,3
12128,14,General Delay,DAVISVILLE AND CLEVELA,Thursday,7,4
14346,189,Operations - Operator,GUNNS LOOP,Saturday,16,4
35131,39,Operations - Operator,FINCH AND MCCOWAN,Monday,8,9
24227,36,Mechanical,FINCH AND ISLINGTON,Monday,19,7
32380,97,Mechanical,MOORE PARK AND YONGE,Sunday,18,9
6897,102,Mechanical,MARKHAM AND SHEPPARD,Tuesday,1,2
12233,60,Vision,FINCH STATION,Thursday,15,4
4446,935,Mechanical,JANE AND ALLIANCE,Tuesday,17,2
30175,320,Security,YONGE AND QUEEN'S QUAY,Thursday,5,8
29306,96,Mechanical,YORK MILLS STATION,Thursday,13,8
1407,60,Cleaning - Unsanitary,YONGE AND CUMMER,Thursday,18,1
12852,85,Mechanical,EAST AND MABERLEY,Tuesday,14,4
8054,900,Mechanical,KIPLING STATION,Friday,14,3
13337,903,Vision,SCARBOROUGH TOWN CENTR,Saturday,9,4
10057,31,Mechanical,BIRCHMOUNT AND KINGSTO,Monday,13,3
6943,95,Emergency Services,PARKWOODS VILLAGE AND,Wednesday,12,2
30785,129,Mechanical,KENNEDY AND LAWRENCE E,Tuesday,13,8
26925,12,Operations - Operator,KINGSTON AND BRIMLEY,Saturday,18,7
177,12,Emergency Services,BRIMLEY AND SKAGWAY AV,Tuesday,18,1
4182,7,Mechanical,BATHURST AND LAWRENCE,Saturday,21,2
6618,100,Mechanical,OVERLEA AND LEASIDE,Sunday,15,2
7998,68,Security,MAJOR MACKENZIE AND WA,Friday,6,3
12134,85,Mechanical,DON MILLS STATION,Thursday,7,4
16831,165,Mechanical,KEELE AND WILSON,Thursday,7,5
32883,39,Mechanical,HAROLD EVANS AND TEMPO,Thursday,16,9
26069,102,Operations - Operator,WARDEN STATION,Sunday,8,7
20041,114,General Delay,BAY AND FRONT,Monday,8,6
21016,96,Security,WILSON STATION,Sunday,1,6
1390,106,Operations - Operator,SENTINEL AND GRANDRAVI,Thursday,16,1
6034,939,Mechanical,FINCH AND BLACKBIRD GA,Tuesday,16,2
965,927,Mechanical,ROYAL CREST AND HIGHWA,Monday,14,1
3910,925,Mechanical,PAPE STATION,Thursday,17,2
2084,116,Operations - Operator,KENNEDY STATION,Wednesday,11,1
28236,35,Security,JANE STATION,Tuesday,23,8
24942,116,Mechanical,MORNINGSIDE AND NIGHTS,Saturday,8,7
18228,98,Operations - Operator,SHEPPARD AND BEECROFT,Monday,15,5
21286,86,Mechanical,LAWRENCE AND MORNINGSI,Tuesday,14,6
3657,968,Utilized Off Route,WARDEN STATION,Tuesday,8,1
33064,116,Operations - Operator,MORNINGSIDE AND MILNER,Friday,18,9
29413,7,Mechanical,BATHURST STATION,Friday,7,8
7080,104,Mechanical,WILSON STATION,Thursday,11,2
4132,123,Mechanical,EVANS AND BROWNS LINE,Saturday,14,2
22503,7,Mechanical,BATHURST AND SHEPPARD,Tuesday,18,6
19839,925,Mechanical,STEELES AND HIGHWAY 40,Saturday,8,6
32413,107,Mechanical,ALLNESS AND STEELES,Monday,6,9
10536,44,General Delay,KIPLING STATION,Thursday,17,3
17608,14,Utilized Off Route,DAVISVILLE STATION,Wednesday,14,5
32370,47,Collision - TTC,LANSDOWNE AND ST CLAIR,Sunday,16,9
15736,116,Emergency Services,KINGSTON AND SCARBOROU,Wednesday,9,5
3025,129,Mechanical,MCCOWAN AND STEELES,Wednesday,20,1
22330,23,Mechanical,DAWES AND FERRIS,Monday,19,6
16579,339,Mechanical,FINCH AVENUE EAST AND,Tuesday,4,5
31035,12,Mechanical,VICTORIA PARK STATION,Thursday,6,8
35104,86,Cleaning - Unsanitary,MEADOWVALE LOOP,Sunday,0,9
34439,41,Collision - TTC,KEELE AND REGIS,Tuesday,15,9
31252,47,Operations - Operator,YORKDALE GO TERMINAL,Friday,11,8
1265,20,Mechanical,KENNEDY STATION,Wednesday,17,1
17654,63,Operations - Operator,OAKWOOD LOOP,Wednesday,19,5
16218,47,Mechanical,LANSDOWNE AND DAVENPOR,Saturday,20,5
20477,23,Collision - TTC,PLAXTON AND ST CLAIR,Thursday,8,6
30881,24,Security,VICTORIA PARK AND EGLI,Tuesday,0,8
19759,53,Mechanical,FINCH AND CHEROKEE,Friday,14,6
17075,129,Mechanical,SCARBOROUGH CENTRE STA,Friday,18,5
21350,84,Operations - Operator,SHEPPARD AND JANE,Tuesday,17,6
9524,60,Utilized Off Route,FINCH STATION,Wednesday,21,3
23765,97,Vision,ST CLAIR STATION,Friday,17,7
23438,52,Operations - Operator,SUNNYBROOK HOSPITAL,Wednesday,14,7
33556,95,Mechanical,ELLESMERE AND MORRISH,Tuesday,17,9
7873,165,Mechanical,WESTON AND SUNSET,Wednesday,23,3
27231,31,Mechanical,GERRARD AND GREENWOOD,Tuesday,13,7
